AoA,AoS,dPb,pBar,temp,NONE1,NONE2,NONE3,NONE4,NONE5,NONE6,B1,B2,B3,B4,B5,B6,rpmWT,rho,q,V,Re,rpsM1,rpsM2,iM1,iM2,dPtQ,pInf,nu,J_M1,J_M2,B16zeroed1,B16zeroed2,B16zeroed3,B16zeroed4,B16zeroed5,B16zeroed6,FX,FY,FZ,MX,MY,MZ,CFX,CFY,CFZ,CMX,CMY,CMZ,CN,CT,CY,CL,CD,CYaw,CMroll,CMpitch,CMpitch25c,CMyaw,rudder,CT_actual,Thrust,Drag_unc,CD_unc,CD_0,epsilon
4,-4.995,106.1,101918,286.87,318.9,-190,260.2,280.7,134.8,208.3,318.9,-190,260.2,280.7,134.8,208.3,0,1.23767952951856,250.472357983703,20.1182775790596,229020.68377294,40.37,61.52,0,2.17,0,101918,1.44069213416066e-05,2.42358276320756,1.59037770075892,322.95,-205.4,260.25,279.15,136.15,219.8,2.96734886238492,-0.568854044567465,36.4626221213565,-0.287085992267525,-1.35762285939828,-1.43016662885126,0.0552026685810384,-0.0105825983898645,0.67832740197023,-0.00382414755927952,-0.151282878294697,-0.0188260319487459,0.680525774013126,0.00775047004939425,0.0469228074891838,0.661732902949945,0.0515511667096865,0.0151678859464994,-0.0159613985212509,-0.165146724857913,-0.168646724857913,-0.0359562295634855,20,0.269728700618753,2.15408499889782,2.57470720378133,0.010402040292456,0.048138360231529,0.00594733386852321
4,-10,106.16,101919,286.86,342.1,342,465.6,120.2,84.9,-38,342.1,342,465.6,120.2,84.9,-38,0,1.23773481958666,250.614004440084,20.1235159147592,229096.761437343,39.23,61.52,0,2.17,0,101919,1.44058871252323e-05,2.49465999083912,1.59079179844959,328,310.6,463.7,118.3,89.9,-16.8,3.01244794779682,4.74437797555631,37.9197952058357,-0.585335954478976,-2.00671577419101,0.117764475803891,0.056009988627621,0.0882115014303866,0.705037011442437,-0.00779259865397182,-0.22348633307213,0.00154931927131953,0.707226636018711,0.00669265533305537,-0.0762024038177385,0.688127622402433,0.0494882172614633,-0.0762358415313015,0.0108191286302186,-0.202039115183419,-0.241939115183419,-0.00509501391439041,20,0.269728700618753,2.15418122696288,4.19391672513693,0.0169342105310014,0.048138360231529,0.00594733386852321
4,10,421.86,101914,287.37,349.9,-7949.5,-755.2,3464.7,-390.4,4641.4,349.9,-7949.5,-755.2,3464.7,-390.4,4641.4,0,1.23547757865621,999.531676856424,40.2249807372428,456715.234404425,71.87,123.03,0,16.48,0,101914,1.44521583589748e-05,2.72476183055723,1.59171448233884,345.9,-7933.2,-753.3,3467.2,-399,4622,3.18071546806236,-69.5793115872441,157.00596363268,-4.83964229308035,-8.52117032358456,-30.2304731740196,0.0148123849185492,-0.3240263255065,0.731166553936287,-0.0161378103032038,-0.237943105317823,-0.099719556488871,0.730418728698859,-0.0362272978288837,0.259307268359114,0.714696733416787,0.071553325347327,0.31312733229624,-0.081272103527664,-0.262404816773737,-0.244704816773737,-0.0869010132592654,20,0.304448846752511,9.70657610546698,8.50432355634436,0.00860080620677889,0.0345529633828776,0.00542105258397239
4,5,421.63,101916,287.48,652.6,-5171.5,-35.8,2468.8,-27,3267.8,652.6,-5171.5,-35.8,2468.8,-27,3267.8,0,1.23502907752092,998.982475490167,40.2212294227176,456371.043655564,77.15,123.03,0,16.69,0,101916,1.44617092402449e-05,2.53804757110698,1.59156604170449,649.2,-5164.6,-35.7,2469.6,-29.3,3257.7,5.96539590038134,-42.2349100535701,148.821337913707,-3.85135937071947,-6.65964488640024,-21.2780627257468,0.0277957330585883,-0.196793357089255,0.693432297059601,-0.0128494364206586,-0.186064552684237,-0.0702273321871211,0.693682063159049,-0.0206433677733003,0.181618888616792,0.677368292424271,0.0456894955643062,0.191539619562765,-0.0548977449175583,-0.197421662031296,-0.195921662031296,-0.0659097920873981,20,0.304448846752511,9.70305243941404,4.16631434876675,0.00421589818569284,0.0345529633828776,0.00542105258397239
4,0,421.43,101918,287.53,801.1,-2340.1,659.5,1677.8,147.6,1688.5,801.1,-2340.1,659.5,1677.8,147.6,1688.5,0,1.23483854426665,998.50491310758,40.2147165864637,456165.069861277,79.8,123.03,0,16.84,0,101918,1.44658964113669e-05,2.45336670990133,1.59130832683188,807,-2326.2,661.3,1679,141,1679,7.41205742797491,-16.4177544592371,147.185671054133,-0.773662801866314,-5.972224632594,-10.9494290224704,0.0345529633828777,-0.0765350341887577,0.686138923212205,-0.002582435094993,-0.166938447153242,-0.0361554042862195,0.686877816163481,-0.0133938376811717,0.0771958005846881,0.6701533557107,0.033638535975339,0.0757119324467318,-0.0211457313662783,-0.172292172602755,-0.178492172602755,-0.0413132547653632,20,0.304448846752511,9.70155550772937,1.07069755789337,0.00108395825064918,0.0345529633828776,0.00542105258397239
4,-4.995,421.18,101913,287.57,711.3,761.1,1508.5,848.4,103.6,-14.4,711.3,761.1,1508.5,848.4,103.6,-14.4,0,1.23460621088708,997.9079653918,40.2064763530917,455936.480056381,80.21,123.03,0,17.01,0,101913,1.44701834466244e-05,2.44032598483477,1.59098225834022,715.35,745.7,1508.55,846.85,104.95,-2.9,6.56305172278732,11.8503067607185,147.135381334433,1.80117039316395,-5.55108887655226,0.0402520455534027,0.0306134353941861,0.0552759014775021,0.686314793930591,0.00601578373824877,-0.155259481916127,0.000132993195711762,0.686778450888929,-0.0173360372988323,-0.0181782764724603,0.670327335014309,0.0330379513021887,-0.0518369597173798,0.0110334771962269,-0.162075871919711,-0.165575871919711,-0.0151985580031345,20,0.304448846752511,9.69973017178673,4.79500721915524,0.00485729774145029,0.0345529633828776,0.00542105258397239
4,-10,421.29,101914,287.63,291.2,3836.8,2508.6,81.1,-266.3,-1528.5,291.2,3836.8,2508.6,81.1,-266.3,-1528.5,0,1.23436078218001,998.170621666372,40.2157647826267,455877.21209972,78.3,123.03,0,17.01,0,101914,1.4475408005832e-05,2.50043124417523,1.59134980426661,277.1,3805.4,2506.7,79.2,-261.3,-1507.3,2.52357272485022,42.1078666737825,152.176864575809,5.09649675613787,-6.06596396026766,9.86133168469213,0.0117681385241138,0.196360977867757,0.709644071224346,0.017017465296742,-0.169615479071853,0.0325733734594207,0.708736317779405,-0.0377627960919016,-0.183268574843068,0.69340571585281,0.0250093292227325,-0.189276578588752,0.0637892127076286,-0.134876337336221,-0.174776337336221,0.0295017815583823,20,0.304448846752511,9.69780195191063,7.84236859568986,0.00794215605903381,0.0345529633828776,0.00542105258397239
4,-10,421.54,101910,287.69,976.6,4059.4,2392.6,-53.4,310.9,-1758.9,976.6,4059.4,2392.6,-53.4,310.9,-1758.9,0,1.23405490953415,1001.98021944661,40.2974281632452,455883.08379688,78.32,98.43,0,6.05,0,101910,1.44813436683891e-05,2.49683752735343,1.98671457017496,962.5,4028,2390.7,-55.3,315.9,-1737.7,8.8297203426887,42.8228904718614,151.001145946646,5.53136635794992,-5.21932482274462,11.3590839260594,0.041150891285752,0.19957598224596,0.703740492304455,0.0184584783180499,-0.145387014668321,0.0373780048363761,0.704896756902597,-0.00803980539129705,-0.18585119209124,0.685361086899093,0.054036165980035,-0.186760564067201,0.0657833908603321,-0.11913882710497,-0.15903882710497,0.0344414727040646,20,0.155538715899697,3.17046364786456,10.5685730273001,0.0106966520487385,0.0656787885676781,0.00703677891383901
4,-4.995,421.38,101908,287.75,1427.7,965.1,1377.5,706.4,720.6,-236.6,1427.7,965.1,1377.5,706.4,720.6,-236.6,0,1.23377337792043,1001.59694168551,40.2943166764164,455670.020461571,80.3,98.43,0,5.71,0,101908,1.44869962201608e-05,2.43508363579194,1.9865611699085,1431.75,949.7,1377.55,704.85,721.95,-225.1,13.1544734649081,12.3699017384737,145.55824583387,2.15037298682538,-4.49222578430278,1.48401444023056,0.061329853147097,0.0576719592075218,0.678633459952223,0.00717866068224844,-0.125181176130289,0.00488514088051016,0.681258497242564,0.0138413795762162,-0.0204826807892722,0.66060370488717,0.0633338391440961,-0.0513872749114917,0.0125310073976876,-0.140735120310337,-0.144235120310337,-0.0103058221815442,20,0.155538715899697,3.16974035286356,12.5767004846739,0.0127339867231448,0.0656787885676781,0.00703677891383901
4,0,421.06,101906,287.78,1525.4,-2161.9,501.4,1545,786.8,1449.3,1525.4,-2161.9,501.4,1545,786.8,1449.3,0,1.23362055066136,1000.83039337143,40.2813894793901,455430.501132901,79.88,98.42,0,5.53,0,101906,1.44899650463455e-05,2.4471017004124,1.98612562313496,1531.3,-2148,503.2,1546.2,780.2,1439.8,14.0764834479867,-16.518715394257,145.058242401179,-0.490447803097574,-4.70612125628987,-9.39713512965407,0.0656787885676781,-0.07707388139928,0.676820291649525,-0.00163853200097481,-0.131242069021112,-0.030957575585777,0.679753112126203,0.0183062014357902,0.0774796308329356,0.658815787474549,0.0642454009207123,0.0760005204188932,-0.0207151355469572,-0.145407371997755,-0.151607371997755,-0.0360816491784632,20,0.155538715899697,3.16870377044898,12.0052804420262,0.0121647303956363,0.0656787885676781,0.00703677891383901
4,5,420.85,101905,287.83,1367.6,-4966.9,-198.5,2312.7,630.1,3043.3,1367.6,-4966.9,-198.5,2312.7,630.1,3043.3,0,1.23339415056001,1000.32735126339,40.2749608946146,455212.777226843,77.27,98.43,0,5.43,0,101905,1.44945818701189e-05,2.52935534720317,1.98560690519545,1364.2,-4960,-198.4,2313.5,627.8,3033.2,12.5440609802257,-41.7337943528366,145.420365239556,-3.238468410866,-5.07579088317709,-19.8204192450202,0.058558164900612,-0.194821630371066,0.678851110579658,-0.0108248064886984,-0.141622422508951,-0.0653284942823902,0.681282274485617,0.011061260482717,0.179092296598129,0.660818324426945,0.0756144835011406,0.186344833011386,-0.052654286594601,-0.161627359070157,-0.160127359070157,-0.0608818660041151,20,0.155538715899697,3.16876606350966,11.9565274590128,0.0121214224191747,0.0656787885676781,0.00703677891383901
4,10,420.83,101901,287.86,1033.6,-7715.5,-910.3,3304.1,240.9,4401,1033.6,-7715.5,-910.3,3304.1,240.9,4401,0,1.2332172010739,1000.27944270706,40.2768857162016,455132.353457697,72.01,98.43,0,5.49,0,101901,1.44978359703808e-05,2.71424285942474,1.985701801353,1029.6,-7699.2,-908.4,3306.6,232.3,4381.6,9.47140390464646,-68.8053121668798,153.159791633253,-4.13510012832725,-6.97162008287232,-28.6688079913679,0.0442165098342648,-0.321212229222323,0.71501453228527,-0.0138225225287664,-0.19452830827438,-0.0944974845479017,0.716357180628438,-0.00576809180940288,0.25570094582085,0.696478120195061,0.0994192668446459,0.304355738699075,-0.0785180260984088,-0.227438200528871,-0.209738200528871,-0.0815425439837816,20,0.155538715899697,3.16831145495952,11.2090762109831,0.0113642071799191,0.0656787885676781,0.00703677891383901
4,10,420.83,101897,287.89,1393.4,-7595.2,-995.2,3216.4,587.2,4279.1,1393.4,-7595.2,-995.2,3216.4,587.2,4279.1,0,1.23304028846635,1003.43458612603,40.3432514763762,455062.848114783,72.09,82.02,0,0.74,0,101897,1.45010905120802e-05,2.70715910839695,2.37940868232548,1389.4,-7578.9,-993.3,3218.9,578.6,4259.7,12.7818736803158,-68.3864943336055,151.085455118931,-3.75120041964598,-5.9740188026463,-27.8769154891882,0.0596711795818097,-0.319257010858691,0.705330654181404,-0.0125392495227073,-0.166168217124855,-0.091598341005333,0.707774955229393,0.0103244443280795,0.252975007144132,0.684769162224712,0.113756286108745,0.298868030563443,-0.0768727885484183,-0.203565062784782,-0.185865062784782,-0.0785776617413637,20,-0.0110235602094237,-0.155895467914398,12.6963722259515,0.0128720870206688,0.0826347700221409,0.00862375737650567
4,5,420.96,101891,287.93,1767.8,-4865.6,-300.8,2226.6,1007.2,2929.4,1767.8,-4865.6,-300.8,2226.6,1007.2,2929.4,0,1.23279639622389,1003.74697467024,40.3535219134472,455039.527988638,77.37,82.02,0,0.33,0,101891,1.45055254959212e-05,2.52305522828788,2.38001442346541,1764.4,-4858.7,-300.7,2227.4,1004.9,2919.3,16.2262801502971,-41.5192148024544,143.13491889879,-2.76319916396867,-4.06869351843967,-19.0811544947154,0.0757275468860356,-0.193768889511419,0.668006233193166,-0.00923375361248035,-0.113136090917006,-0.0626775993812474,0.671661490219046,0.0289453191212233,0.177494352929211,0.648080262106368,0.092121265388687,0.183257091716408,-0.0509446570406229,-0.137939855026404,-0.136439855026404,-0.0581336827627061,20,-0.0110235602094237,-0.155864632186146,16.2551796317815,0.0164750184898837,0.0826347700221409,0.00862375737650567
4,0,420.93,101892,287.95,1919.8,-1975.5,437.2,1430.8,1143.4,1309.9,1919.8,-1975.5,437.2,1430.8,1143.4,1309.9,0,1.23272286882578,1003.67488486496,40.353276187064,454985.056682698,79.94,82.02,0,0.4,0,101892,1.45071737735374e-05,2.441926373776,2.37999993074437,1925.7,-1961.6,439,1432,1136.8,1300.4,17.70503182177,-15.2614186550744,142.878457432826,0.0111374480036678,-3.90578656800687,-8.48932000911236,0.0826347700221409,-0.0712296839378181,0.666857229624538,3.72205661763139e-05,-0.108614020951787,-0.0278876425705999,0.670997109094701,0.0359158670461918,0.0714913195967385,0.64695082255851,0.0807325973571123,0.0700168600145026,-0.0176112224753898,-0.127586275633747,-0.133786275633747,-0.032790014007808,20,-0.0110235602094237,-0.155855335986955,17.8069056679154,0.0180490267261589,0.0826347700221409,0.00862375737650567
4,-4.995,420.87,101892,287.97,1813.1,1109,1307,622.6,1048.4,-378.3,1813.1,1109,1307,622.6,1048.4,-378.3,0,1.23263725415281,1003.53070550862,40.3517789533019,454912.022327009,80.31,82.02,0,0.74,0,101892,1.45089644955601e-05,2.43058587352139,2.37991162524387,1817.15,1093.6,1307.05,621.05,1049.75,-366.8,16.7004577887187,12.9211277129475,144.151407884459,2.50431350761186,-3.97562161600482,2.40528218357781,0.0779573160639845,0.0603154985189564,0.672895139024766,0.00837044164550936,-0.110571911898471,0.00790255131522285,0.676694027756873,0.030828623862243,-0.0230168041094046,0.652885924806403,0.0796652683403871,-0.0523912722304998,0.0142479396951202,-0.130959726657947,-0.134459726657947,-0.0071303059383773,20,-0.0110235602094237,-0.155844511572191,16.7288647678023,0.0169587638209879,0.0826347700221409,0.00862375737650567
4,-10,420.81,101888,287.97,1329.9,4176.5,2320.3,-127.8,618.1,-1886.4,1329.9,4176.5,2320.3,-127.8,618.1,-1886.4,0,1.23258886420054,1003.38652649123,40.3496721601473,454870.413404623,78.29,82.02,0,1.38,0,101888,1.45095341000079e-05,2.49316847570092,2.37978736847873,1315.8,4145.1,2318.4,-129.7,623.1,-1865.2,12.0804405750251,43.1215487299169,149.554656248535,5.80159166537381,-4.65737795860193,12.1878137872596,0.0563992951322736,0.201319226585761,0.698217680372082,0.019394082375132,-0.129551862094447,0.0400487993633417,0.700451073145075,0.00755670599539083,-0.186980374243258,0.67777730063048,0.0689475602786072,-0.185258081365503,0.0670089847411302,-0.107792253158007,-0.147692253158007,0.0371987459021341,20,-0.0110235602094237,-0.155838393544806,11.9949704233129,0.0121615604622209,0.0826347700221409,0.00862375737650567
4,10,105.81,101884,287.53,526.6,-1414.2,-175.7,683.1,252,794,526.6,-1414.2,-175.7,683.1,252,794,0,1.23442660024788,251.297650913748,20.1779283923453,227998.904096161,41.01,41.01,0.26,0,0,101884,1.44707238668848e-05,2.37845698956334,2.37845698956334,522.6,-1397.9,-173.8,685.6,243.4,774.6,4.80699157283754,-12.7492907545102,37.4522443126121,0.485838834045739,-1.89692433958758,-5.06186427365845,0.0896713099653342,-0.237829749805656,0.698647326038731,0.00648938519684266,-0.210684226103187,-0.0664131413164431,0.703200610645591,0.0407177013058988,0.172811039994818,0.677716617491397,0.128811982825335,0.214769392421569,-0.0367798010546019,-0.257460555772769,-0.239760555772769,-0.0507157588651901,20,-0.0282467445294668,-0.199957649230958,4.69732404978992,0.0190296102640361,0.0911549580501593,0.00898311987115517
4,5,105.78,101883,287.45,551.2,-836.9,-14.9,467.4,318.2,514.4,551.2,-836.9,-14.9,467.4,318.2,514.4,0,1.23475803324277,251.226400521399,20.1723597953906,228046.512478217,41.01,41.01,0.19,0,0,101883,1.44637101508338e-05,2.37780059570112,2.37780059570112,547.8,-830,-14.8,468.2,315.9,504.3,5.03759139343427,-7.02294188083525,35.6309494429905,0.420598551319178,-1.20313142904089,-3.29287150744243,0.0939996517607969,-0.131045581028116,0.664860759432168,0.00561955923389724,-0.133665164447332,-0.0432156912259751,0.669798276277985,0.0473923312246843,0.115756530312576,0.644528985953331,0.104570728212705,0.120185326641072,-0.0198707644363588,-0.164071492009096,-0.162571492009096,-0.0365931302752141,20,-0.0282467445294668,-0.200011336151284,5.07467629091683,0.0205641550385471,0.0911549580501593,0.00898311987115517
4,0,105.94,101883,287.39,526.2,-508.4,96.4,351.6,326,332.6,526.2,-508.4,96.4,351.6,326,332.6,0,1.23501582050745,251.606403593804,20.1855032971759,228279.788779293,41.01,41.01,0,0,0,101883,1.4458344207845e-05,2.37934987534375,2.37934987534375,532.1,-494.5,98.2,352.8,319.4,323.1,4.8925289401914,-3.9051670207956,35.5578009828118,0.00805250232620958,-1.00673106985485,-2.10871455191908,0.0911549580501593,-0.0727589637815332,0.662493752528998,0.000107425881412849,-0.11167661022442,-0.0276330014967584,0.66723859948253,0.0447196810998452,0.072942573806876,0.642203939023726,0.0890492180698313,0.0714691643336142,-0.0179878432205595,-0.13318432638505,-0.13938432638505,-0.0325582593955273,20,-0.0282467445294668,-0.200053093624297,5.02329236867295,0.0203251878030284,0.0911549580501593,0.00898311987115517
4,0,105.81,101881,287.35,352.8,-503,135.6,386.6,170.2,329.8,352.8,-503,135.6,386.6,170.2,329.8,0,1.23516349131149,250.385353771771,20.1352596947961,228178.01494924,49.21,49.21,0.71,0.54,0,101881,1.44550510840595e-05,1.98514334878389,1.98514334878389,358.7,-489.1,137.4,387.8,163.6,320.3,3.29719300364553,-3.85427824343344,36.2790162503405,-0.00124812704496633,-1.34672548471103,-2.08997077021441,0.061506996915932,-0.0718990607373892,0.676761517495514,-1.66713251428167e-05,-0.150120706057861,-0.0275209389205358,0.679403471668256,0.0141486719365654,0.0723606082434422,0.658609759639438,0.0601197590772175,0.0708818302962215,-0.0178849156442878,-0.163411029176464,-0.169611029176464,-0.0324575823059539,20,0.119928849510002,1.22314981523945,2.49768892955376,0.0101185369343065,0.061506996915932,0.00714997626766735
4,5,105.86,101879,287.3,305,-1218.1,-43.1,582.9,129.5,734,305,-1218.1,-43.1,582.9,129.5,734,0,1.23535420049105,250.503673507611,20.1384619681429,228280.427544981,49.21,49.21,0.74,0.53,0,101879,1.4450864040912e-05,1.98545906220064,1.98545906220064,301.6,-1211.2,-43,583.7,127.2,723.9,2.77316333564007,-10.3979631836308,36.3552444492357,-0.798529421103922,-1.26592246601298,-4.7266981966267,0.0517071291140182,-0.193875643006332,0.677863180487509,-0.010660978616374,-0.141046868812439,-0.0622122243900919,0.679818846843552,0.00429582799450149,0.178119437651788,0.659695836264659,0.0687893662555379,0.18596255193528,-0.0524443385649641,-0.159144850785944,-0.157644850785944,-0.0577597128759487,20,0.119928849510002,1.22333866950804,2.54633924647524,0.0103107547886885,0.061506996915932,0.00714997626766735
4,10,105.91,101879,287.26,370.3,-1420.8,-140.8,720.7,105.4,796.3,370.3,-1420.8,-140.8,720.7,105.4,796.3,0,1.23552621945652,250.621993478144,20.1418150977018,228374.954971734,49.21,49.21,0.78,0.54,0,101879,1.44472877635883e-05,1.98578964859199,1.98578964859199,366.3,-1404.5,-138.9,723.2,96.8,776.9,3.36900380235647,-12.8268883905406,38.2958310286998,0.452639641774507,-2.28283903741614,-5.07649355456913,0.0627872404407742,-0.239051355454252,0.713709360908527,0.00604023249714307,-0.254229856063049,-0.0667846438943309,0.716350617265534,0.012848445583584,0.174645011844001,0.695034863663789,0.10336315501344,0.221340267622277,-0.037562169465263,-0.293275097807545,-0.275575097807545,-0.0510835545159542,20,0.119928849510002,1.22350901535077,4.04004191295643,0.0163514015643702,0.061506996915932,0.00714997626766735
4,10,105.94,101879,287.21,44.8,-1430.7,-76.2,788.7,-182.5,799.5,44.8,-1430.7,-76.2,788.7,-182.5,799.5,0,1.23574131054309,249.51894310332,20.0956924843846,228458.102079248,61.52,61.52,2.01,1.5,0,101879,1.44428178824727e-05,1.59225753411417,1.59225753411417,40.8,-1414.4,-74.3,791.2,-191.1,780.1,0.374380521208828,-12.9466839557921,39.3521717231126,0.390759660426717,-2.86144372502285,-5.09655468729419,0.00697525576706195,-0.24121562637762,0.733188419824178,0.00521300078427733,-0.320075275628348,-0.0673449635257966,0.731888978929181,-0.0441863743623735,0.177610445756835,0.71759898336834,0.0497464757770743,0.234092333538377,-0.0389785756409373,-0.342814211686862,-0.325114211686862,-0.0516672615023895,20,0.269728700618753,4.30142335891205,2.73351230319032,0.0110603060396641,0.00304592329751934,0.00478887213125237
4,5,106.14,101881,287.17,55.3,-827.1,93.8,569.3,-125.9,504.2,55.3,-827.1,93.8,569.3,-125.9,504.2,0,1.23593769971918,249.990009423167,20.1130546869893,228716.59540128,61.52,61.52,2.02,1.5,0,101881,1.44389588969496e-05,1.593633206932,1.593633206932,51.9,-820.2,93.9,570.1,-128.2,494.1,0.475208898572119,-6.99437572775977,37.6316270258418,0.355125033949398,-2.15614479188265,-3.22515705738931,0.00883715202145542,-0.130069874085093,0.699810988054561,0.00472868325453308,-0.240727502390613,-0.0425363451451922,0.698722732222995,-0.0400007216507935,0.115758513918278,0.68453895031614,0.0212713604131283,0.127579857323665,-0.020558439914176,-0.247029427049248,-0.245529427049248,-0.0359084294463333,20,0.269728700618753,4.30210695909784,-0.322461866531267,-0.00130228291797756,0.00304592329751934,0.00478887213125237
4,0,106,101878,287.15,12.2,-488.3,207.6,451,-127.6,322.4,12.2,-488.3,207.6,451,-127.6,322.4,0,1.23598738668794,249.660262606838,20.099381336262,228582.677526467,61.52,61.52,2.03,1.51,0,101878,1.4437596421167e-05,1.59254981576601,1.59254981576601,18.1,-474.4,209.4,452.2,-134.2,312.9,0.163575392571674,-3.71240261598984,37.324405442,0.0346315990340945,-1.90807842058798,-2.04073327524212,0.00304592329751935,-0.0691283293901345,0.695014539256151,0.000461747667715738,-0.213312957980008,-0.0269506211122419,0.693533991638362,-0.0454432598779529,0.0699566976925107,0.679788112777077,0.00246466999868299,0.0684709617640969,-0.0166779104754252,-0.210019409431336,-0.216219409431336,-0.0318288014430759,20,0.269728700618753,4.30227991171036,-2.64858242688746,-0.0107105976130727,0.00304592329751934,0.00478887213125237
4,9.995,421.27,101876,287.54,-866.3,-7488.5,-498,3662.8,-1422.7,4177.3,-866.3,-7488.5,-498,3662.8,-1422.7,4177.3,0,1.23428674500996,995.549165486681,40.1641260690484,455963.551590166,123.03,123.03,17.54,12.76,0,101876,1.44727548301776e-05,1.59341513070034,1.59341513070034,-870.3,-7472.2,-496.1,3665.3,-1431.3,4157.9,-8.00773750508097,-67.9482160213493,159.554259221694,-4.05940519239254,-10.0965619481293,-27.198829640562,-0.0373441478744587,-0.316877048641628,0.744082563469894,-0.0135552116489206,-0.283061786119223,-0.0900781503285395,0.739665019672039,-0.0891577552092959,0.252886958234505,0.729354507024569,0.0195177242577341,0.315938105653279,-0.0773819002121112,-0.292575710128866,-0.274875710128866,-0.076981440047842,20,0.304448846752511,19.3944405521941,2.66356600721365,0.00269758667831301,-0.0159357392106773,0.00412395635019207
4,5,421.14,101875,287.68,-527.5,-4739.6,212.7,2663.6,-1026.9,2836.2,-527.5,-4739.6,212.7,2663.6,-1026.9,2836.2,0,1.23367396741701,995.239554299614,40.167852316995,455607.027037932,123.03,123.03,17.73,12.93,0,101875,1.44854239118873e-05,1.59356296062819,1.59356296062819,-530.9,-4732.7,212.8,2664.4,-1029.2,2826.1,-4.89102320075286,-40.6674600802988,151.430335728597,-3.04683880788816,-8.17291951718079,-18.4617082722319,-0.0228164216006226,-0.189712024771373,0.706416273506053,-0.0101772036092226,-0.229202861485606,-0.0611612301034819,0.703103885853831,-0.0720379501796006,0.175065125563456,0.691996974071387,-0.00482878551360281,0.18941321043547,-0.0508914042130458,-0.226166328580209,-0.224666328580209,-0.0565778777393833,20,0.304448846752511,19.3848119317409,-8.48523829395908,-0.00859629028033716,-0.0159357392106773,0.00412395635019207
4,0,421.12,101873,287.73,-375.9,-1926,912.7,1885.1,-869.4,1271.9,-375.9,-1926,912.7,1885.1,-869.4,1271.9,0,1.23343537176953,995.191921949267,40.170775837418,455490.52956956,123.03,123.03,17.82,13.02,0,101873,1.44901832987556e-05,1.59367894427162,1.59367894427162,-370,-1912.1,914.5,1886.3,-876,1262.4,-3.41588796187274,-14.9494739596919,150.43004989953,0.0583419808010702,-7.7439405578937,-8.2341933365049,-0.0159357392106773,-0.0697420176005578,0.701783568842179,0.000194886134041456,-0.217182890889602,-0.0272801135262462,0.698962438366155,-0.0648508676448856,0.0706580346171313,0.687402244478715,-0.0163673724870134,0.0691703303732685,-0.0170960074523825,-0.208286354647837,-0.214486354647837,-0.0321929667591314,20,0.304448846752511,19.3810628603684,-16.0841960661092,-0.0162954805978867,-0.0159357392106773,0.00412395635019207
4,0,420.92,101873,287.81,1083.3,-1979.3,609.3,1623.5,384.6,1285.5,1083.3,-1979.3,609.3,1623.5,384.6,1285.5,0,1.23309252464907,999.527314414452,40.2637757628319,455219.844132182,98.43,98.43,5.76,4.23,0,101873,1.44973443814655e-05,1.98697734448809,1.98697734448809,1089.2,-1965.4,611.1,1624.7,378,1276,10.0092105619392,-15.6259609955295,146.603374901455,-0.0153672920681093,-5.63239397437342,-8.3288033887251,0.0467171493546496,-0.0729328601012715,0.684258935186199,-5.13576364891966e-05,-0.157278297581899,-0.0274738738008386,0.685850938413178,-0.00112814171968188,0.0734673394380747,0.666795787965441,0.0455851737146311,0.0719867969867008,-0.0182158341399423,-0.166312643776457,-0.172512643776457,-0.0324393865905506,20,0.155538715899697,6.33598228676748,5.8677361582888,0.00594766235051289,0.0467171493546496,0.0065496388300956
4,4.995,420.73,101868,287.84,908,-4788.7,-96.1,2395.2,228.1,2864.9,908,-4788.7,-96.1,2395.2,228.1,2864.9,0,1.23290349135302,999.072623616977,40.2577024826387,455044.540262442,98.43,98.43,5.94,4.16,0,101868,1.45007418353503e-05,1.98667763414245,1.98667763414245,904.6,-4781.8,-96,2396,225.8,2854.8,8.3159248573162,-41.0909952917512,146.879118245961,-2.87449033111372,-5.82730556309901,-18.6563732837634,0.0388315452891402,-0.19187605371923,0.68585794485374,-0.00961094614599848,-0.162795041951808,-0.0615690027951927,0.686895981040582,-0.00910607812590721,0.176358321716864,0.668374055760743,0.0560147379570065,0.185330701095404,-0.0508853514338195,-0.177379309255896,-0.175879309255896,-0.0570055873679799,20,0.155538715899697,6.33501097959349,7.16119362824574,0.00726204193737439,0.0467171493546496,0.0065496388300956
4,10,420.72,101870,287.89,519.7,-7525,-799.2,3403.9,-212.4,4198.8,519.7,-7525,-799.2,3403.9,-212.4,4198.8,0,1.2327135655227,999.048692616139,40.2603214515476,454942.621367799,98.43,98.43,6.31,4.19,0,101870,1.45049339345189e-05,1.98680687765698,1.98680687765698,515.7,-7508.7,-797.3,3406.4,-221,4179.4,4.74379281746365,-68.2596695887316,154.95294724566,-3.73482677089016,-7.85791839558051,-27.3485378987191,0.0221518617944575,-0.31874890515842,0.723576345786741,-0.0124878064113109,-0.21952869699703,-0.0902566921576724,0.723358985940873,-0.028376233394268,0.253517138450645,0.705603184946909,0.0776387803433196,0.306037760692707,-0.0768001337272149,-0.246357349645013,-0.228657349645013,-0.0771814825077495,20,0.155538715899697,6.33403508632299,8.21771812857507,0.00833364467956499,0.0467171493546496,0.0065496388300956
